date,max_temp,min_temp,mean_temp,mean_rh,events,cloud_cover
2013-01-23,77,64,70,68,NA,2
2013-01-24,78,62,70,72,NA,2
2013-01-25,80,64,72,66,NA,3
2013-01-26,73,59,66,59,NA,2
2013-01-27,75,60,68,60,NA,2
2013-01-28,78,59,68,62,NA,1
2013-01-29,78,55,66,67,NA,1
2013-01-30,77,60,68,64,NA,2
2013-01-31,78,62,70,62,NA,4
2013-02-01,78,62,70,65,NA,4
2013-02-02,78,62,70,71,NA,4
2013-02-03,80,64,72,79,NA,5
2013-02-04,75,69,72,95,Rain,7
2013-02-05,69,59,64,77,Rain,4
2013-02-06,69,51,60,60,NA,1
2013-02-07,60,53,58,88,NA,NA
2013-02-08,75,59,67,72,NA,1
2013-02-09,73,59,66,74,NA,2
2013-02-10,73,59,66,69,NA,4
2013-02-11,75,57,66,75,NA,2
2013-02-12,75,59,67,76,NA,2
2013-02-13,71,60,66,79,Rain,4
2013-02-14,71,62,66,67,Rain,3
2013-02-15,73,62,68,70,Rain,6
2013-02-16,73,64,68,70,Rain,6
2013-02-17,73,62,68,74,NA,4
2013-02-18,78,59,68,76,NA,2
2013-02-19,77,64,70,78,NA,4
2013-02-20,77,64,70,66,NA,4
2013-02-21,77,59,68,80,NA,2
2013-02-22,77,60,68,76,NA,3
2013-02-23,78,62,70,68,NA,4
2013-02-24,77,59,68,75,NA,1
2013-02-25,77,57,67,66,NA,1
2013-02-26,77,60,68,67,NA,3
2013-02-27,77,62,70,72,NA,3
2013-02-28,75,60,68,78,NA,3
2013-03-01,73,66,70,72,NA,6
2013-03-02,73,62,68,75,NA,4
2013-03-03,75,62,68,82,Rain,3
2013-03-04,73,66,70,73,NA,6
2013-03-05,73,62,68,69,NA,5
2013-03-06,73,57,65,78,NA,3
2013-03-07,78,60,69,64,NA,3
2013-03-08,77,60,68,79,NA,2
2013-03-09,80,59,70,67,NA,1
2013-03-10,78,57,68,67,NA,1
2013-03-11,78,57,68,75,NA,NA
2013-03-12,78,59,68,70,NA,1
2013-03-13,77,59,68,78,NA,2
2013-03-14,77,59,68,80,NA,3
2013-03-15,77,59,68,69,NA,2
2013-03-16,73,60,66,78,NA,5
2013-03-17,71,66,68,92,Rain,6
2013-03-18,78,68,73,85,Rain,6
2013-03-19,69,62,66,77,Rain,5
2013-03-20,69,59,64,72,Rain,3
2013-03-21,73,55,64,70,NA,3
2013-03-22,71,55,63,76,NA,3
2013-03-23,71,59,65,74,NA,3
2013-03-24,73,55,64,73,NA,2
2013-03-25,75,55,65,74,NA,2
2013-03-26,73,55,64,83,NA,2
2013-03-27,75,59,67,86,NA,2
2013-03-28,75,59,67,85,NA,3
2013-03-29,73,57,65,73,NA,2
2013-03-30,73,62,68,81,Rain,5
2013-03-31,77,62,70,89,Rain,6
2013-04-01,73,66,70,86,Rain,3
2013-04-02,75,60,68,83,NA,1
2013-04-03,73,64,68,84,NA,3
2013-04-04,68,62,65,82,Rain,2
2013-04-05,69,59,64,70,NA,2
2013-04-06,68,51,60,74,Rain,1
2013-04-07,64,50,57,77,NA,2
2013-04-08,66,46,56,77,NA,1
2013-04-09,68,46,57,81,NA,1
2013-04-10,68,51,60,81,NA,2
2013-04-11,71,51,61,81,NA,2
2013-04-12,71,55,63,81,NA,2
2013-04-13,69,53,61,85,NA,2
2013-04-14,71,53,62,86,NA,2
2013-04-15,66,60,63,86,Rain,3
2013-04-16,71,62,66,96,Rain,6
2013-04-17,68,64,66,91,Rain,6
2013-04-18,69,59,64,83,NA,4
2013-04-19,68,55,62,91,Rain,4
2013-04-20,75,62,68,92,Rain,4
2013-04-21,71,62,66,92,Rain-Thunderstorm,3
2013-04-22,71,59,65,89,Rain,2
2013-04-23,69,53,61,85,Rain,2
2013-04-24,64,59,62,94,Rain-Thunderstorm,4
2013-04-25,69,60,64,82,Rain,3
2013-04-26,68,60,64,74,Rain,3
2013-04-27,68,62,65,83,Rain,5
2013-04-28,69,60,64,87,Rain,4
2013-04-29,69,59,64,88,NA,3
2013-04-30,69,62,66,89,NA,4
2013-05-01,66,53,60,81,NA,1
2013-05-02,71,57,64,89,Rain,4
2013-05-03,69,57,63,90,NA,2
2013-05-04,66,55,60,95,Rain,4
2013-05-05,66,55,60,92,Rain,4
2013-05-06,60,55,58,90,Rain,4
2013-05-07,66,51,58,85,NA,1
2013-05-08,59,50,54,99,Rain,3
2013-05-09,60,51,56,99,Rain,2
2013-05-10,62,50,56,92,Rain,3
2013-05-11,60,50,55,81,NA,1
2013-05-12,62,46,54,79,NA,1
2013-05-13,66,46,56,91,NA,NA
2013-05-14,62,48,55,96,Fog,3
2013-05-15,64,53,58,96,Fog,3
2013-05-16,68,51,60,90,NA,3
2013-05-17,64,57,60,95,Rain,4
2013-05-18,66,59,62,96,Rain,4
2013-05-19,68,55,62,89,Rain,4
2013-05-20,66,51,58,90,Rain,2
2013-05-21,64,53,58,93,Rain-Thunderstorm,2
2013-05-22,60,50,55,96,Rain,3
2013-05-23,60,55,58,88,Rain,4
2013-05-24,62,48,55,85,NA,2
2013-05-25,62,51,56,95,Rain,5
2013-05-26,64,57,60,88,Rain,5
2013-05-27,62,55,58,83,Rain,4
2013-05-28,53,42,48,83,Rain-Thunderstorm,4
2013-05-29,55,37,46,71,NA,2
2013-05-30,57,42,50,93,Rain,3
2013-05-31,59,46,52,95,Rain,5
2013-06-01,60,51,56,80,NA,6
2013-06-02,60,48,54,81,NA,4
2013-06-03,60,42,51,90,Fog,4
2013-06-04,62,51,56,97,Rain,4
2013-06-05,60,55,58,88,NA,2
2013-06-06,59,50,54,73,NA,3
2013-06-07,57,50,54,89,NA,4
2013-06-08,62,48,55,86,NA,1
2013-06-09,59,50,54,94,Rain,4
2013-06-10,59,46,52,96,Fog,3
2013-06-11,60,46,53,97,NA,3
2013-06-12,60,51,56,91,Rain,6
2013-06-13,60,53,56,88,Rain,5
2013-06-14,60,51,56,97,Rain,4
2013-06-15,60,53,56,94,Rain,4
2013-06-16,60,59,60,97,Rain,5
2013-06-17,66,55,60,93,Rain,4
2013-06-18,62,55,58,96,Rain,4
2013-06-19,59,53,56,98,Rain,3
2013-06-20,55,46,50,80,Rain,4
2013-06-21,55,44,50,73,Rain,4
2013-06-22,57,50,54,79,Rain,3
2013-06-23,51,46,48,87,Rain,3
2013-06-24,57,39,48,94,Rain,3
2013-06-25,57,50,54,91,Rain,5
2013-06-26,57,48,52,96,Fog-Rain,6
2013-06-27,51,48,50,82,NA,3
2013-06-28,55,42,48,79,NA,1
2013-06-29,55,39,47,87,NA,2
2013-06-30,57,46,52,89,NA,3
2013-07-01,59,42,50,84,NA,3
2013-07-02,60,42,51,83,NA,4
2013-07-03,57,48,52,97,Rain,5
2013-07-04,62,53,58,95,Rain,3
2013-07-05,62,53,58,94,NA,6
2013-07-06,62,55,58,89,Rain,6
2013-07-07,60,48,54,86,Rain,4
2013-07-08,57,50,54,81,Rain,3
2013-07-09,57,42,50,78,Rain,3
2013-07-10,53,46,50,88,Rain,4
2013-07-11,51,42,46,89,NA,2
2013-07-12,55,42,48,90,NA,3
2013-07-13,57,42,50,92,NA,2
2013-07-14,57,44,50,85,Rain,4
2013-07-15,51,41,46,69,NA,1
2013-07-16,55,37,46,78,NA,2
2013-07-17,57,41,49,87,NA,6
2013-07-18,57,51,54,79,NA,6
2013-07-19,59,51,55,78,Rain,6
2013-07-20,60,50,55,85,NA,5
2013-07-21,57,50,54,92,NA,5
2013-07-22,57,42,50,96,Fog,5
2013-07-23,60,48,54,88,NA,4
2013-07-24,59,50,54,96,Rain,4
2013-07-25,59,50,54,90,Rain,3
2013-07-26,57,51,54,79,Rain,5
2013-07-27,59,48,54,78,NA,5
2013-07-28,60,41,50,92,NA,3
2013-07-29,59,44,52,91,Fog,3
2013-07-30,59,41,50,94,Fog,3
2013-07-31,59,46,52,86,NA,4
2013-08-01,59,51,55,76,Rain,4
2013-08-02,60,55,58,83,Rain,5
2013-08-03,64,51,58,78,NA,3
2013-08-04,60,51,56,83,NA,2
2013-08-05,60,51,56,89,NA,4
2013-08-06,62,48,55,88,Rain,1
2013-08-07,64,48,56,92,NA,2
2013-08-08,64,46,55,89,Fog,1
2013-08-09,64,46,55,84,NA,1
2013-08-10,59,51,55,93,Rain,3
2013-08-11,59,51,55,88,Rain,5
2013-08-12,55,51,53,80,Rain,4
2013-08-13,60,51,56,78,Rain,4
2013-08-14,59,51,55,77,Rain,3
2013-08-15,59,48,54,71,Rain,4
2013-08-16,60,48,54,88,Rain,4
2013-08-17,60,50,55,87,Rain,4
2013-08-18,60,51,56,82,NA,2
2013-08-19,59,46,52,92,Fog-Rain,3
2013-08-20,59,51,55,84,Rain,3
2013-08-21,55,51,53,89,Rain,5
2013-08-22,60,50,56,90,Rain,2
2013-08-23,59,44,52,91,Fog-Rain,3
2013-08-24,60,42,51,91,Fog-Rain,2
2013-08-25,59,50,55,92,Fog-Rain-Thunderstorm,4
2013-08-26,59,46,52,92,Fog-Rain,6
2013-08-27,59,51,55,81,Rain,3
2013-08-28,60,46,53,84,Rain,3
2013-08-29,53,48,50,89,Rain,5
2013-08-30,53,46,50,78,Rain,3
2013-08-31,59,44,52,69,NA,2
2013-09-01,60,44,52,72,NA,3
2013-09-02,60,44,52,73,NA,3
2013-09-03,59,42,50,81,NA,4
2013-09-04,59,44,52,84,Rain,6
2013-09-05,59,46,52,76,Rain,6
2013-09-06,55,39,47,72,NA,5
2013-09-07,60,53,56,88,Rain,7
2013-09-08,60,53,56,87,Rain,6
2013-09-09,59,53,56,78,Rain,5
2013-09-10,60,48,54,76,Rain,4
2013-09-11,68,53,60,79,Rain,7
2013-09-12,62,57,60,94,Rain,7
2013-09-13,62,53,58,87,Rain,6
2013-09-14,59,51,55,82,Rain,6
2013-09-15,57,46,52,72,Rain,5
2013-09-16,60,46,53,78,NA,7
2013-09-17,62,48,56,75,NA,6
2013-09-18,57,37,47,68,NA,2
2013-09-19,59,46,52,81,Rain,7
2013-09-20,66,57,62,90,Rain,6
2013-09-21,64,59,62,93,Rain,7
2013-09-22,68,53,60,83,Rain-Thunderstorm,6
2013-09-23,66,53,60,85,NA,5
2013-09-24,62,55,58,92,Rain,7
2013-09-25,60,57,58,93,Rain,7
2013-09-26,62,57,60,83,Rain,7
2013-09-27,66,57,62,85,Rain,7
2013-09-28,62,55,58,74,Rain,7
2013-09-29,64,55,60,66,Rain,6
2013-09-30,60,53,56,83,Rain,6
2013-10-01,62,55,58,78,NA,5
2013-10-02,62,48,55,82,NA,2
2013-10-03,62,53,58,77,NA,7
2013-10-04,64,48,56,92,Rain,7
2013-10-05,66,57,62,89,Rain,7
2013-10-06,68,53,60,81,NA,5
2013-10-07,64,53,58,83,NA,3
2013-10-08,66,50,58,86,Rain,5
2013-10-09,62,51,56,70,Rain,6
2013-10-10,60,48,54,76,Rain,5
2013-10-11,62,57,60,88,Rain-Hail,7
2013-10-12,60,53,56,76,Rain,6
2013-10-13,64,55,60,76,NA,6
2013-10-14,66,55,60,78,NA,6
2013-10-15,68,51,60,79,Rain,6
2013-10-16,62,51,56,69,Rain,3
2013-10-17,64,55,60,82,Rain,4
2013-10-18,66,48,57,83,NA,3
2013-10-19,64,55,60,78,Rain,5
2013-10-20,62,50,56,76,NA,6
2013-10-21,62,53,58,72,NA,7
2013-10-22,66,51,58,75,NA,5
2013-10-23,64,59,62,89,Rain,7
2013-10-24,68,59,64,76,NA,6
2013-10-25,71,57,64,77,Rain,6
2013-10-26,66,53,60,69,Rain,2
2013-10-27,66,48,57,77,Rain,5
2013-10-28,62,55,58,68,NA,4
2013-10-29,62,51,56,66,Rain,5
2013-10-30,66,51,58,65,Rain,4
2013-10-31,71,57,64,74,Rain,5
2013-11-01,66,55,60,74,Rain,6
2013-11-02,62,53,58,66,Rain,4
2013-11-03,64,53,58,77,Rain,5
2013-11-04,68,51,60,78,NA,4
2013-11-05,66,55,60,82,Rain,5
2013-11-06,66,53,60,78,Rain,4
2013-11-07,66,53,60,89,Rain,6
2013-11-08,66,51,58,88,Rain,5
2013-11-09,66,59,62,80,NA,8
2013-11-10,64,59,62,81,NA,8
2013-11-11,66,59,62,88,Rain,7
2013-11-12,69,59,64,77,NA,7
2013-11-13,68,51,60,66,NA,4
2013-11-14,68,50,59,79,NA,3
2013-11-15,68,50,59,82,NA,3
2013-11-16,69,53,61,79,NA,4
2013-11-17,69,59,64,82,NA,2
2013-11-18,71,57,64,76,NA,3
2013-11-19,75,60,68,76,Rain-Thunderstorm,5
2013-11-20,73,57,65,76,Rain,5
2013-11-21,75,59,67,76,Rain,4
2013-11-22,77,55,66,79,NA,4
2013-11-23,78,57,68,78,NA,4
2013-11-24,71,60,66,80,NA,5
2013-11-25,73,60,66,71,NA,6
2013-11-26,77,62,70,82,Rain,5
2013-11-27,73,60,66,86,Rain,6
2013-11-28,71,60,66,82,Rain,5
2013-11-29,71,60,66,78,Rain,5
2013-11-30,75,62,68,78,Rain,6
2013-12-01,68,59,64,63,NA,3
2013-12-02,73,51,62,69,NA,4
2013-12-03,71,57,64,78,Rain,5
2013-12-04,66,62,64,94,Rain,7
2013-12-05,71,64,68,95,Rain,7
2013-12-06,73,62,68,79,Rain,5
2013-12-07,71,60,66,81,Rain,4
2013-12-08,69,57,63,82,Rain,5
2013-12-09,69,59,64,77,Rain,4
2013-12-10,68,59,64,68,NA,7
2013-12-11,68,57,62,74,NA,4
2013-12-12,71,57,64,79,Rain,1
2013-12-13,77,59,68,78,NA,3
2013-12-14,77,59,68,80,Thunderstorm,2
2013-12-15,77,60,68,80,Fog-Thunderstorm,4
2013-12-16,77,59,68,76,NA,1
2013-12-17,73,62,68,77,Rain,2
2013-12-18,69,62,66,68,Rain,5
2013-12-19,69,60,64,68,Rain,4
2013-12-20,71,55,63,69,NA,3
2013-12-21,69,59,64,72,NA,4
2013-12-22,68,60,64,70,Rain,4
2013-12-23,69,57,63,67,NA,2
2013-12-24,71,59,65,66,NA,5
2013-12-25,68,60,64,83,Rain,6
2013-12-26,69,59,64,74,Rain,4
2013-12-27,71,57,64,78,NA,3
2013-12-28,71,57,64,80,Rain,5
2013-12-29,73,60,66,88,Rain,6
2013-12-30,73,60,66,86,Rain,5
2013-12-31,69,59,64,64,NA,5
2014-01-01,75,53,64,78,Rain,4
2014-01-02,73,60,66,71,NA,6
2014-01-03,78,59,68,76,NA,4
2014-01-04,78,66,72,81,Rain,5
2014-01-05,75,64,70,81,Rain,6
2014-01-06,71,60,66,64,NA,4
2014-01-07,77,53,65,77,Rain,5
2014-01-08,73,62,68,69,Rain,4
2014-01-09,68,57,62,70,Rain,3
2014-01-10,71,55,63,74,NA,1
2014-01-11,71,59,65,71,NA,7
2014-01-12,71,59,65,77,Rain,7
2014-01-13,75,64,70,68,Rain,5
2014-01-14,69,62,66,65,NA,6
2014-01-15,71,59,65,67,NA,5
2014-01-16,69,60,64,73,NA,7
2014-01-17,69,62,66,74,Rain,7
2014-01-18,71,59,65,62,NA,7
2014-01-19,73,53,63,75,NA,4
2014-01-20,71,62,66,81,Rain,6
2014-01-21,69,64,66,89,Rain,7
2014-01-22,77,64,70,77,Rain,6
2014-01-23,69,60,64,69,Rain,5
2014-01-24,71,60,66,67,Rain,4
2014-01-25,75,55,65,71,NA,3
2014-01-26,75,64,70,86,Rain,6
2014-01-27,68,59,64,67,NA,3
2014-01-28,69,55,62,68,NA,4
2014-01-29,71,53,62,78,NA,2
2014-01-30,71,62,66,73,NA,6
2014-01-31,77,57,67,75,NA,3
2014-02-01,73,57,65,68,NA,3
2014-02-02,78,59,68,59,NA,4
2014-02-03,77,59,68,71,NA,4
2014-02-04,73,60,66,77,NA,5
2014-02-05,73,62,68,78,Rain,6
2014-02-06,77,64,70,72,NA,6
2014-02-07,75,66,70,76,Rain,7
2014-02-08,73,66,70,88,Rain,6
2014-02-09,75,66,70,80,NA,7
2014-02-10,73,64,68,68,NA,5
2014-02-11,71,64,68,74,NA,7
2014-02-12,71,57,64,75,Rain,6
2014-02-13,71,62,66,69,Rain,6
2014-02-14,71,60,66,74,Rain,6
2014-02-15,73,57,65,76,Rain,5
2014-02-16,80,57,68,75,NA,3
2014-02-17,80,59,70,71,NA,5
2014-02-18,82,66,74,70,NA,5
2014-02-19,77,66,72,78,Rain,6
2014-02-20,77,64,70,80,Rain,6
2014-02-21,78,69,74,70,Rain,4
2014-02-22,77,68,72,88,Rain,7
2014-02-23,73,62,68,73,Rain,6
2014-02-24,71,57,64,59,NA,4
2014-02-25,71,55,63,74,NA,6
2014-02-26,77,55,66,79,NA,6
2014-02-27,NA,NA,NA,NA,NA,NA
2014-02-28,75,62,68,68,Rain,4
2014-03-01,68,60,64,60,Rain,5
2014-03-02,69,57,63,69,Rain,5
2014-03-03,71,57,64,78,Rain,5
2014-03-04,68,55,62,60,Rain,4
2014-03-05,68,55,62,69,Rain,5
2014-03-06,69,53,61,70,NA,NA
2014-03-07,73,53,63,82,NA,1
2014-03-08,73,53,63,78,Fog,4
2014-03-09,71,60,66,74,NA,6
2014-03-10,77,55,66,79,Rain,5
2014-03-11,73,57,65,82,Fog,4
2014-03-12,73,60,66,76,NA,6
2014-03-13,77,55,66,71,NA,5
2014-03-14,73,57,65,75,Rain,4
2014-03-15,71,66,68,87,Rain,6
2014-03-16,77,64,70,85,Rain,7
2014-03-17,73,62,68,80,NA,3
2014-03-18,75,59,67,85,Rain,5
2014-03-19,73,62,68,74,NA,7
2014-03-20,71,55,63,80,NA,4
2014-03-21,77,59,68,73,Rain,5
2014-03-22,73,55,64,66,NA,4
2014-03-23,71,57,64,81,Rain,5
2014-03-24,73,55,64,84,NA,5
2014-03-25,71,57,64,82,Fog-Rain,5
2014-03-26,68,60,64,68,Rain,6
2014-03-27,69,59,64,71,NA,5
2014-03-28,69,55,62,81,NA,4
2014-03-29,69,57,63,78,NA,7
2014-03-30,71,53,62,82,NA,NA
2014-03-31,77,55,66,81,NA,NA
2014-04-01,73,53,63,88,Fog,5
2014-04-02,75,57,66,84,Rain,6
2014-04-03,69,57,63,87,Fog-Rain,5
2014-04-04,71,57,64,87,Rain,5
2014-04-05,71,57,64,84,NA,3
2014-04-06,71,62,66,84,NA,2
2014-04-07,71,59,65,87,NA,4
2014-04-08,71,62,66,86,NA,6
2014-04-09,73,64,68,85,Rain,7
2014-04-10,75,62,68,84,NA,5
2014-04-11,69,62,66,89,Rain,5
2014-04-12,71,57,65,76,Rain,3
2014-04-13,73,51,62,80,NA,4
2014-04-14,71,60,66,83,Rain,6
2014-04-15,71,64,68,74,Rain,6
2014-04-16,71,62,68,80,Rain,6
2014-04-17,75,62,68,89,Rain,6
2014-04-18,75,64,70,85,Rain,4
2014-04-19,73,60,66,86,Rain,5
2014-04-20,68,59,64,91,Rain,5
2014-04-21,68,59,64,80,Rain,5
2014-04-22,68,57,62,77,Rain,5
2014-04-23,66,53,60,75,Rain,5
2014-04-24,69,50,60,88,Rain,5
2014-04-25,71,57,64,86,NA,4
2014-04-26,66,57,62,75,Rain,5
2014-04-27,66,48,57,78,NA,4
2014-04-28,64,53,58,72,Rain,5
2014-04-29,64,51,58,79,Rain,6
2014-04-30,62,48,55,84,NA,5
2014-05-01,64,46,55,88,NA,1
2014-05-02,64,46,55,88,Fog,4
2014-05-03,68,48,58,87,Fog,5
2014-05-04,69,50,60,87,NA,4
2014-05-05,66,59,62,91,Rain,6
2014-05-06,69,59,64,89,Rain,6
2014-05-07,69,57,63,89,Rain,5
2014-05-08,68,57,62,89,Rain,5
2014-05-09,66,53,60,88,Rain,4
2014-05-10,64,50,57,86,NA,4
2014-05-11,64,46,55,86,Fog,4
2014-05-12,66,50,58,86,Fog,6
2014-05-13,64,51,58,82,Rain,5
2014-05-14,59,51,55,88,Rain,6
2014-05-15,60,51,56,78,Rain,4
2014-05-16,60,46,53,84,NA,1
2014-05-17,62,42,52,90,Fog,6
2014-05-18,62,48,55,92,Fog,5
2014-05-19,64,50,57,93,Fog,3
2014-05-20,64,48,56,89,Fog,4
2014-05-21,64,51,58,89,Rain,5
2014-05-22,64,55,60,71,Rain,6
2014-05-23,64,55,60,79,Rain,6
2014-05-24,68,60,64,81,Rain,6
2014-05-25,66,59,62,85,Rain,6
2014-05-26,59,46,54,73,Rain,6
2014-05-27,53,39,46,72,NA,NA
2014-05-28,55,35,45,76,NA,6
2014-05-29,59,44,52,88,Rain,6
2014-05-30,62,53,58,91,Rain,6
2014-05-31,59,48,54,83,Rain,6
2014-06-01,59,42,50,85,NA,6
2014-06-02,57,50,54,85,Rain,6
2014-06-03,62,48,55,87,NA,6
2014-06-04,64,48,56,83,NA,5
2014-06-05,60,46,53,90,NA,5
2014-06-06,62,46,54,91,Fog,6
2014-06-07,64,50,57,86,Fog,5
2014-06-08,66,48,57,89,Fog-Rain,4
2014-06-09,64,59,62,89,Rain,7
2014-06-10,60,55,58,93,Rain,7
2014-06-11,66,51,58,88,Rain,5
2014-06-12,62,50,56,87,Rain,5
2014-06-13,60,50,55,79,NA,NA
2014-06-14,60,44,52,83,NA,NA
2014-06-15,62,42,52,90,Fog,3
2014-06-16,60,48,54,92,Rain,6
2014-06-17,64,57,60,91,Rain,5
2014-06-18,60,53,56,82,Rain,4
2014-06-19,59,53,56,80,Rain,5
2014-06-20,59,51,55,76,Rain,5
2014-06-21,62,48,55,85,Rain,5
2014-06-22,62,48,55,89,Rain,5
2014-06-23,60,41,50,93,Fog,5
2014-06-24,62,51,56,84,Fog-Rain,6
2014-06-25,62,57,60,91,Rain-Hail,6
2014-06-26,66,57,62,90,Fog-Rain,6
2014-06-27,59,50,54,87,Rain,4
2014-06-28,60,51,56,77,Rain,5
2014-06-29,59,42,50,81,NA,6
2014-06-30,60,55,58,91,Rain,6
2014-07-01,60,50,55,90,Rain,5
2014-07-02,55,46,50,78,Rain,5
2014-07-03,55,44,50,79,Rain,4
2014-07-04,53,44,48,84,Rain,5
2014-07-05,60,55,58,81,Rain,6
2014-07-06,60,48,54,82,Rain,6
2014-07-07,59,50,54,83,Rain,6
2014-07-08,57,53,55,75,Rain,5
2014-07-09,59,55,57,75,Rain,6
2014-07-10,60,57,58,77,Rain,7
2014-07-11,62,55,58,76,Rain,5
2014-07-12,59,51,55,93,Rain,6
2014-07-13,60,48,54,94,Rain,5
2014-07-14,53,44,48,98,Fog,5
2014-07-15,57,44,50,87,Fog,1
2014-07-16,53,41,47,77,NA,5
2014-07-17,53,41,47,77,NA,5
2014-07-18,51,35,43,83,NA,1
2014-07-19,55,37,46,87,Fog-Rain,6
2014-07-20,57,48,54,83,Rain,7
2014-07-21,55,46,50,85,Rain,6
2014-07-22,51,39,45,74,Rain,5
2014-07-23,57,35,46,82,Rain,3
2014-07-24,55,39,47,90,Fog-Rain,4
2014-07-25,57,50,54,83,Rain,5
2014-07-26,57,42,50,83,Rain,4
2014-07-27,55,42,50,87,Rain,6
2014-07-28,57,37,47,87,NA,3
2014-07-29,60,41,50,85,Rain,5
2014-07-30,62,51,56,89,Rain,6
2014-07-31,64,51,58,90,NA,4
2014-08-01,62,46,54,95,Fog,5
2014-08-02,66,59,62,90,Rain,6
2014-08-03,60,51,56,93,Rain,6
2014-08-04,59,42,50,85,Fog-Rain,4
2014-08-05,59,48,54,79,Rain,6
2014-08-06,57,50,54,76,Rain,6
2014-08-07,57,50,54,75,Rain,7
2014-08-08,57,50,54,79,Rain,5
2014-08-09,53,42,48,69,Rain,4
2014-08-10,57,39,48,82,Rain,6
2014-08-11,60,42,51,80,Rain,6
2014-08-12,57,48,52,82,Rain,5
2014-08-13,55,46,50,77,Rain,4
2014-08-14,55,46,52,78,Rain,5
2014-08-15,55,46,50,74,Rain,6
2014-08-16,57,50,54,83,NA,7
2014-08-17,59,50,54,83,NA,7
2014-08-18,57,48,54,81,NA,6
2014-08-19,59,46,52,90,Rain,5
2014-08-20,60,53,56,95,Rain,6
2014-08-21,59,48,54,83,Rain,6
2014-08-22,55,41,48,66,NA,3
2014-08-23,59,46,52,78,NA,1
2014-08-24,59,42,50,83,NA,NA
2014-08-25,59,41,50,82,NA,6
2014-08-26,59,44,52,76,NA,6
2014-08-27,57,46,52,80,Rain,7
2014-08-28,59,48,54,76,Rain,5
2014-08-29,60,48,54,73,NA,5
2014-08-30,57,51,54,81,Rain,6
2014-08-31,57,50,54,87,Rain,7
2014-09-01,53,48,50,97,Rain,7
2014-09-02,62,51,56,85,Rain,5
2014-09-03,62,50,56,91,NA,6
2014-09-04,64,50,57,89,Rain,5
2014-09-05,66,53,60,90,Rain,6
2014-09-06,62,53,58,86,Rain,6
2014-09-07,66,50,58,79,NA,2
2014-09-08,60,50,55,80,Rain,7
2014-09-09,62,44,53,82,NA,5
2014-09-10,62,50,56,78,NA,6
2014-09-11,64,46,55,84,NA,4
2014-09-12,60,53,56,95,Rain,6
2014-09-13,62,55,58,94,Rain,7
2014-09-14,59,53,56,84,Rain,6
2014-09-15,60,51,56,80,Rain,4
2014-09-16,62,51,56,84,Rain,5
2014-09-17,60,51,56,75,Rain,5
2014-09-18,62,46,54,91,Rain,5
2014-09-19,62,50,56,84,Rain-Hail-Thunderstorm,5
2014-09-20,60,48,54,83,Rain,5
2014-09-21,55,44,50,83,Rain,4
2014-09-22,57,46,52,74,Rain,5
2014-09-23,60,41,50,75,NA,6
2014-09-24,60,55,58,82,NA,7
2014-09-25,60,51,56,79,NA,6
2014-09-26,62,51,56,71,NA,6
2014-09-27,62,50,56,81,Rain,7
2014-09-28,66,57,62,83,Rain,6
2014-09-29,64,51,58,76,Rain,7
2014-09-30,62,50,56,80,Rain,6
2014-10-01,64,51,58,71,NA,5
2014-10-02,64,53,58,78,Rain,6
2014-10-03,62,51,56,77,Rain,6
2014-10-04,57,46,52,73,Rain,5
2014-10-05,60,51,56,76,Rain,6
2014-10-06,62,51,56,78,Rain,7
2014-10-07,60,48,55,70,Rain,6
2014-10-08,66,44,55,83,NA,5
2014-10-09,62,55,58,82,Rain,5
2014-10-10,64,51,58,79,NA,4
2014-10-11,64,50,57,81,NA,3
2014-10-12,62,55,58,79,NA,6
2014-10-13,64,53,60,76,NA,6
2014-10-14,66,51,58,84,NA,5
2014-10-15,66,53,60,83,NA,5
2014-10-16,68,50,59,84,NA,6
2014-10-17,69,55,62,78,Rain,6
2014-10-18,64,57,60,93,Rain,7
2014-10-19,64,55,60,82,Rain,6
2014-10-20,60,55,58,75,Rain,5
2014-10-21,64,55,60,80,Rain,7
2014-10-22,64,55,60,82,Rain,7
2014-10-23,66,57,62,81,Rain,5
2014-10-24,62,51,58,74,Rain,6
2014-10-25,60,42,51,61,NA,1
2014-10-26,62,50,56,73,NA,6
2014-10-27,66,55,60,75,Rain,6
2014-10-28,68,57,62,95,Rain,7
2014-10-29,64,57,60,88,Rain,6
2014-10-30,62,48,55,75,Rain-Thunderstorm,7
2014-10-31,64,55,60,75,Rain,6
2014-11-01,66,57,62,83,Rain,5
2014-11-02,69,59,64,78,NA,6
2014-11-03,64,53,58,83,Rain,6
2014-11-04,62,50,56,75,Rain,6
2014-11-05,60,50,55,78,Rain,5
2014-11-06,59,48,54,71,Rain,3
2014-11-07,62,50,56,66,Rain,3
2014-11-08,62,50,56,72,NA,2
2014-11-09,64,46,55,78,NA,NA
2014-11-10,66,50,58,79,NA,4
2014-11-11,66,55,62,82,Rain,6
2014-11-12,60,51,56,74,Rain,5
2014-11-13,60,48,54,74,Rain,4
2014-11-14,62,53,58,75,Rain,6
2014-11-15,64,57,60,79,Rain,7
2014-11-16,64,55,60,74,Rain,4
2014-11-17,69,50,60,89,Rain,7
2014-11-18,66,57,62,77,Rain,6
2014-11-19,66,53,60,75,Rain,4
2014-11-20,62,53,58,69,Rain,4
2014-11-21,66,55,60,74,NA,4
2014-11-22,69,59,64,85,Rain,7
